"CoverageClass","MetadataKinds","DefName","Label","ModName","PackageId","BaseCost","BuildingCount","TerrainCount","Terrains","RecipeCount","SurgeryCount","Recipes","NonBuildingThingCount","NonBuildingThings","RequiredAnalyzedCount","RequiredAnalyzed","Techprint","ResearchModCount","ResearchModTypes","PrerequisiteCount","Prerequisites"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MU_StandardShields","Standard mechanoid shields","Mechanoid Upgrades","GoGaTio.MechanoidUpgrades","950","0","0","","6","0","MU_ImproveLargeShieldTierC;MU_ImproveMediumShieldTierC;MU_ImproveSmallShieldTierC;Make_MU_Shield_Large_B;Make_MU_Shield_Medium_B;Make_MU_Shield_Small_B","3","MU_Shield_Large_B;MU_Shield_Medium_B;MU_Shield_Small_B","0","","","0","","2","MU_BasicShields;MU_StandardUpgrades"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MU_SystemMerger","System merger","Mechanoid Upgrades","GoGaTio.MechanoidUpgrades","700","0","0","","1","0","Make_MU_SystemMerger","1","MU_SystemMerger","0","","","0","","1","MU_StandardUpgrades"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MU_AcidSynthesis","Acid synthesizers","Mechanoid Upgrades - Anomaly","GoGaTio.MechanoidUpgrades.Anomaly","1000","0","0","","2","0","Make_MU_AcidSpitter;Make_MU_AcidSynthesizer","2","MU_AcidSpitter;MU_AcidSynthesizer","0","","","0","","1","MU_StandardUpgrades"
"ThematicMetadata","OtherRecipe;NonBuildingThing","AdvancedOrbitalEquipment","Advance orbital equipment","Arsenal - Orbital Security","ICC.AOV.OSEC","2000","0","0","","4","0","Make_Apparel_AstroMask;Make_Apparel_AstroSuit;Make_Apparel_EVAsuit;Make_Apparel_SealedUndersuit","4","Apparel_AstroMask;Apparel_AstroSuit;Apparel_EVAsuit;Apparel_SealedUndersuit","0","","","0","","2","Fabrication;OrbitalTech"
"ThematicMetadata","OtherRecipe;NonBuildingThing","FusionWeapons","Fusion weapons","Arsenal - Orbital Security","ICC.AOV.OSEC","4000","0","0","","3","0","Make_Gun_FusionCaster;Make_Gun_FusionPistol;Make_Gun_FusionRepeater","3","Gun_FusionCaster;Gun_FusionPistol;Gun_FusionRepeater","0","","","0","","2","AdvancedFabrication;ChargedShot"
"ThematicMetadata","OtherRecipe;NonBuildingThing","OrbitalArmor","Orbital armor","Arsenal - Orbital Security","ICC.AOV.OSEC","4000","0","0","","2","0","Make_Apparel_OrbitalArmor;Make_Apparel_OrbitalHelmet","2","Apparel_OrbitalArmor;Apparel_OrbitalHelmet","0","","","0","","2","AdvancedOrbitalEquipment;ReconArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","SecurityArmor","Security armor","Arsenal - Orbital Security","ICC.AOV.OSEC","4000","0","0","","2","0","Make_Apparel_SecurityArmor;Make_Apparel_SecurityHelmet","2","Apparel_SecurityArmor;Apparel_SecurityHelmet","0","","","0","","3","AdvancedOrbitalEquipment;ReconArmor;ShieldBelt"
"ThematicMetadata","OtherRecipe;NonBuildingThing","BasicMedicineProduction","Basic medicine production","Basic Medicine","ILuvSilicon.BasicMedicine2","700","0","0","","2","0","Make_MedicineBasic;Make_MedicineBasicBulk","1","MedicineBasic","0","","","0","","2","DrugProduction;Electricity"
"ThematicMetadata","OtherRecipe;NonBuildingThing","BlowbackOperation","Blowback operation","Core","Ludeon.RimWorld","500","0","0","","24","0","Make_BM_SpacerAutopistolCombatModule;Make_BRIT_CW_SMG;Make_BRIT_HIPWR;Make_BRIT_IW_SMG;Make_BRIT_WALTHER;Make_BRIT_WW2_LMG;Make_BRIT_WW2_R;Make_BRIT_WW2_SMG;Make_BRIT_WW2_SMGS;Make_BRIT_WW2_SR;Make_DV_Gun_BurstPistol;Make_DV_Gun_VoltTrenchgun;Make_Gun_Autopistol;Make_Gun_MachinePistol;Make_LTS_ModuleArm_SMG;Make_ORBE_Beretta_M9_Suppressed;Make_ORBE_Beretta_M9norm;Make_ORBE_FN_Five-seveN;Make_ORBE_FN_Five-seveN_Tactical;Make_ORBE_M1911_Suppressed;Make_ORBE_M1911norm;Make_VWE_CombatHandgun;Make_VWE_Gun_LightSMG;Make_VWE_Gun_SemiAutomaticRifle","24","BM_SpacerAutopistolCombatModule;BRIT_CW_SMG;BRIT_HIPWR;BRIT_IW_SMG;BRIT_WALTHER;BRIT_WW2_LMG;BRIT_WW2_R;BRIT_WW2_SMG;BRIT_WW2_SMGS;BRIT_WW2_SR;DV_Gun_BurstPistol;DV_Gun_VoltTrenchgun;Gun_Autopistol;Gun_MachinePistol;LTS_ModuleArm_SMG;ORBE_Beretta_M9_Suppressed;ORBE_Beretta_M9norm;ORBE_FN_Five-seveN;ORBE_FN_Five-seveN_Tactical;ORBE_M1911_Suppressed;ORBE_M1911norm;VWE_CombatHandgun;VWE_Gun_LightSMG;VWE_Gun_SemiAutomaticRifle","0","","","0","","1","Gunsmithing"
"ThematicMetadata","NonBuildingThing","Cocoa","Fruit tree sowing","Core","Ludeon.RimWorld","600","0","0","","0","0","","4","DankPyon_Tree_Apple;DankPyon_Tree_Lemon;DankPyon_Tree_Mulberry;Plant_TreeCocoa","0","","","0","","1","TreeSowing"
"ThematicMetadata","OtherRecipe;NonBuildingThing","FlakArmor","Flak armor","Core","Ludeon.RimWorld","1200","0","0","","27","0","Make_ABT_Apparel_IND_CataphractArmor;Make_ABT_Apparel_IND_CataphractHelmet;Make_ABT_Apparel_IND_MarineArmor;Make_ABT_Apparel_IND_MarineHelmet;Make_ABT_Apparel_IND_ReconArmor;Make_ABT_Apparel_IND_ReconHelmet;Make_AG_ForsakenCloak;Make_AG_ForsakenCloak_Child;Make_AG_Forsaken_Hood;Make_AG_Forsaken_Hood_Child;Make_Apparel_AdvancedHelmet;Make_Apparel_AdvancedKidHelmet;Make_Apparel_FlakJacket;Make_Apparel_FlakPants;Make_Apparel_FlakVest;Make_Apparel_KidFlakJacket;Make_Apparel_KidFlakPants;Make_Apparel_KidFlakVest;Make_CAT_Footwear_FlakBoots;Make_CAT_Footwear_RiotBoots;Make_CAT_Handwear_FlakGloves;Make_CAT_Handwear_RiotGloves;Make_DV_Apparel_OutlawHelmet;Make_Gunmar_Apparel_BpWaistcoat;Make_VAE_Apparel_RiotArmor;Make_VAE_Apparel_RiotHelmet;Make_VAE_Apparel_Shield_Riot","27","ABT_Apparel_IND_CataphractArmor;ABT_Apparel_IND_CataphractHelmet;ABT_Apparel_IND_MarineArmor;ABT_Apparel_IND_MarineHelmet;ABT_Apparel_IND_ReconArmor;ABT_Apparel_IND_ReconHelmet;AG_ForsakenCloak;AG_ForsakenCloak_Child;AG_Forsaken_Hood;AG_Forsaken_Hood_Child;Apparel_AdvancedHelmet;Apparel_AdvancedKidHelmet;Apparel_FlakJacket;Apparel_FlakPants;Apparel_FlakVest;Apparel_KidFlakJacket;Apparel_KidFlakPants;Apparel_KidFlakVest;CAT_Footwear_FlakBoots;CAT_Footwear_RiotBoots;CAT_Handwear_FlakGloves;CAT_Handwear_RiotGloves;DV_Apparel_OutlawHelmet;Gunmar_Apparel_BpWaistcoat;VAE_Apparel_RiotArmor;VAE_Apparel_RiotHelmet;VAE_Apparel_Shield_Riot","0","","","0","","1","Machining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","GoJuiceProduction","Go-juice","Core","Ludeon.RimWorld","1000","0","0","","3","0","Make_BM_SpacerGoJuiceSynthesizerUtilityModule;Make_GoJuice;Make_GoJuiceBulk","2","BM_SpacerGoJuiceSynthesizerUtilityModule;GoJuice","0","","","0","","1","DrugProduction"
"ThematicMetadata","OtherRecipe;NonBuildingThing","LongBlades","Long blades","Core","Ludeon.RimWorld","1000","0","0","","22","0","Make_AG_ForsakenBattleAxe;Make_AG_ForsakenBulkSword;Make_AG_ForsakenLongBlade;Make_DV_MeleeWeapon_CeremonialBlade;Make_DV_MeleeWeapon_PyrinthBlade;Make_DV_MeleeWeapon_SerratedScimitar;Make_DankPyon_MeleeWeapon_FencingSword;Make_DankPyon_MeleeWeapon_FightingAxe;Make_DankPyon_MeleeWeapon_Greataxe;Make_DankPyon_MeleeWeapon_Greatsword;Make_DankPyon_MeleeWeapon_NobleSword;Make_DankPyon_MeleeWeapon_RoxWaraxe;Make_HBX_Rapier;Make_MeleeWeapon_ElvenScimitar;Make_MeleeWeapon_LongSword;Make_MeleeWeapon_Spear;Make_VFEM2_MeleeWeapon_Claymore;Make_VFEM2_MeleeWeapon_DaneAxe;Make_VFEM2_MeleeWeapon_Halberd;Make_VFEM2_MeleeWeapon_Pike;Make_VWE_MeleeWeapon_BattleAxe;Make_VWE_MeleeWeapon_Halberd","22","AG_ForsakenBattleAxe;AG_ForsakenBulkSword;AG_ForsakenLongBlade;DV_MeleeWeapon_CeremonialBlade;DV_MeleeWeapon_PyrinthBlade;DV_MeleeWeapon_SerratedScimitar;DankPyon_MeleeWeapon_FencingSword;DankPyon_MeleeWeapon_FightingAxe;DankPyon_MeleeWeapon_Greataxe;DankPyon_MeleeWeapon_Greatsword;DankPyon_MeleeWeapon_NobleSword;DankPyon_MeleeWeapon_RoxWaraxe;HBX_Rapier;MeleeWeapon_ElvenScimitar;MeleeWeapon_LongSword;MeleeWeapon_Spear;VFEM2_MeleeWeapon_Claymore;VFEM2_MeleeWeapon_DaneAxe;VFEM2_MeleeWeapon_Halberd;VFEM2_MeleeWeapon_Pike;VWE_MeleeWeapon_BattleAxe;VWE_MeleeWeapon_Halberd","0","","","0","","1","DankPyon_MilitaryBlades"
"ThematicMetadata","OtherRecipe;NonBuildingThing","MedicineProduction","Medicine production","Core","Ludeon.RimWorld","1000","0","0","","22","0","Make_AM_AI2A;Make_AM_AI2ABulk;Make_AM_AnalgesicRegenerationInjector;Make_AM_AnalgesicRegenerationInjectorBulk;Make_AM_CellRegenerationInjector;Make_AM_CellRegenerationInjectorBulk;Make_AM_FirstAidKit;Make_AM_FirstAidKitBulk;Make_AM_Grizzly;Make_AM_GrizzlyBulk;Make_AM_HemostaticAgent;Make_AM_HemostaticAgentBulk;Make_AM_MetalbloodInjector;Make_AM_MetalbloodInjectorBulk;Make_AM_Salewa;Make_AM_SalewaBulk;Make_IndustrialMedicine_From_BasicMedicine;Make_MU_MedicineKit;Make_MedicineIndustrial;Make_MedicineIndustrialBulk;Romy_Make_MedicineBonecones;Romy_Make_MedicineBoneconesBulk","10","AM_AI2A;AM_AnalgesicRegenerationInjector;AM_CellRegenerationInjector;AM_FirstAidKit;AM_Grizzly;AM_HemostaticAgent;AM_MetalbloodInjector;AM_Salewa;MU_MedicineKit;MedicineIndustrial","0","","","0","","3","BasicMedicineProduction;DrugProduction;MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PackagedSurvivalMeal","Packaged survival meal","Core","Ludeon.RimWorld","500","0","0","","2","0","CookMealSurvival;CookMealSurvivalBulk","1","MealSurvivalPack","0","","","0","","1","NutrientPaste"
"ThematicMetadata","OtherRecipe;NonBuildingThing","Pemmican","Pemmican","Core","Ludeon.RimWorld","500","0","0","","2","0","Make_Pemmican;Make_PemmicanBulk","1","Pemmican","0","","","0","","1","VFET_Agriculture"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PenoxycylineProduction","Penoxycyline","Core","Ludeon.RimWorld","500","0","0","","4","0","Make_Penoxycyline;Make_PenoxycylineBulk;Romy_Make_PenoxycylineRotfilm;Romy_Make_PenoxycylineRotfilmBulk","1","Penoxycyline","0","","","0","","1","DrugProduction"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PlateArmor","Plate armor","Core","Ludeon.RimWorld","2000","0","0","","41","0","Make_Apparel_KidPlateArmor;Make_Apparel_PlateArmor;Make_DankPyon_Adorned_GreatHelm;Make_DankPyon_Apparel_AdornedHeavyPlate;Make_DankPyon_Apparel_Breast_Plate;Make_DankPyon_Apparel_Brigandine;Make_DankPyon_Apparel_ChaussesPlate;Make_DankPyon_Apparel_FullPlate;Make_DankPyon_Apparel_FullPlateGilded;Make_DankPyon_Apparel_FullPlate_Roxmont;Make_DankPyon_Apparel_Lindwurm;Make_DankPyon_Apparel_Zweihanders_Cuirass;Make_DankPyon_Apparel_Zweihanders_CuirassFloof;Make_DankPyon_Apparel_Zweihanders_Cuirass_Roxmont;Make_DankPyon_Footwear_BootsPlate;Make_DankPyon_Handwear_GlovesPlate;Make_DankPyon_Headgear_Armet;Make_DankPyon_Headgear_ArmetGilded;Make_DankPyon_Headgear_Bascinet_KlappvisierHelmetClosed;Make_DankPyon_Headgear_ClosedBascinetHelmet;Make_DankPyon_Headgear_GreatHelm;Make_DankPyon_Headgear_HeavyBarbrute;Make_DankPyon_Headgear_HeraldicGreatHelmRoxmont;Make_DankPyon_Headgear_HounskullHelmet;Make_DankPyon_Headgear_KlappvisorBascinet;Make_DankPyon_Headgear_Lindwurm;Make_DankPyon_Headgear_OpenBascinet;Make_DankPyon_Headgear_SalletBellowFace;Make_DankPyon_Headgear_SalletGryphon;Make_DankPyon_Headgear_SalletHelmet;Make_DankPyon_Headgear_WolfBascinet;Make_DankPyon_ShieldKite;Make_RBME_HellenicHelmet;Make_RBME_RoyalHellenicHelmet;Make_VAE_Apparel_Chainmail;Make_VAE_Apparel_LightPlateArmor;Make_VAE_Apparel_PlateHelmet;Make_VAE_Apparel_PlateShoulderpads;Make_VFEM2_Apparel_PlateArmorHeavy;Make_VFEM2_Apparel_PlateHelmetHeavy;Make_VPE_Apparel_PlateArmorPrestige","41","Apparel_KidPlateArmor;Apparel_PlateArmor;DankPyon_Adorned_GreatHelm;DankPyon_Apparel_AdornedHeavyPlate;DankPyon_Apparel_Breast_Plate;DankPyon_Apparel_Brigandine;DankPyon_Apparel_ChaussesPlate;DankPyon_Apparel_FullPlate;DankPyon_Apparel_FullPlateGilded;DankPyon_Apparel_FullPlate_Roxmont;DankPyon_Apparel_Lindwurm;DankPyon_Apparel_Zweihanders_Cuirass;DankPyon_Apparel_Zweihanders_CuirassFloof;DankPyon_Apparel_Zweihanders_Cuirass_Roxmont;DankPyon_Footwear_BootsPlate;DankPyon_Handwear_GlovesPlate;DankPyon_Headgear_Armet;DankPyon_Headgear_ArmetGilded;DankPyon_Headgear_Bascinet_KlappvisierHelmetClosed;DankPyon_Headgear_ClosedBascinetHelmet;DankPyon_Headgear_GreatHelm;DankPyon_Headgear_HeavyBarbrute;DankPyon_Headgear_HeraldicGreatHelmRoxmont;DankPyon_Headgear_HounskullHelmet;DankPyon_Headgear_KlappvisorBascinet;DankPyon_Headgear_Lindwurm;DankPyon_Headgear_OpenBascinet;DankPyon_Headgear_SalletBellowFace;DankPyon_Headgear_SalletGryphon;DankPyon_Headgear_SalletHelmet;DankPyon_Headgear_WolfBascinet;DankPyon_ShieldKite;RBME_HellenicHelmet;RBME_RoyalHellenicHelmet;VAE_Apparel_Chainmail;VAE_Apparel_LightPlateArmor;VAE_Apparel_PlateHelmet;VAE_Apparel_PlateShoulderpads;VFEM2_Apparel_PlateArmorHeavy;VFEM2_Apparel_PlateHelmetHeavy;VPE_Apparel_PlateArmorPrestige","0","","","0","","1","DankPyon_ChainArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PoweredArmor","Marine armor","Core","Ludeon.RimWorld","6000","0","0","","15","0","Make_AG_ForsakenMarineArmor;Make_AG_ForsakenMarineHelmet;Make_AG_ForsakenMarineHelmetPsy;Make_Apparel_ArmorGrenadierPrestige;Make_Apparel_ArmorMarineGrenadier;Make_Apparel_ArmorMarineHelmetPrestige;Make_Apparel_ArmorMarinePrestige;Make_Apparel_KidGrenadierArmor;Make_Apparel_KidPowerArmor;Make_Apparel_KidPrestigeMarineArmor;Make_Apparel_PowerArmor;Make_Apparel_PowerArmorHelmet;Make_VAE_Footwear_MarineBoots;Make_VAE_Handwear_MarineGloves;Make_VFEP_Apparel_Privateer","15","AG_ForsakenMarineArmor;AG_ForsakenMarineHelmet;AG_ForsakenMarineHelmetPsy;Apparel_ArmorGrenadierPrestige;Apparel_ArmorMarineGrenadier;Apparel_ArmorMarineHelmetPrestige;Apparel_ArmorMarinePrestige;Apparel_KidGrenadierArmor;Apparel_KidPowerArmor;Apparel_KidPrestigeMarineArmor;Apparel_PowerArmor;Apparel_PowerArmorHelmet;VAE_Footwear_MarineBoots;VAE_Handwear_MarineGloves;VFEP_Apparel_Privateer","0","","","0","","1","ReconArmor"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PrecisionRifling","Precision rifling","Core","Ludeon.RimWorld","1400","0","0","","96","0","AM_DecomposingWeaponsI;Make_AG_ForsakenAssaultRifle;Make_AG_ForsakenSniper;Make_AM_AK101A;Make_AM_AK68A;Make_AM_ASVAL;Make_AM_DTMDR;Make_AM_M42U;Make_AM_M4A;Make_AM_M4ASOP;Make_AM_M4C;Make_AM_M5A3LT;Make_AM_M700A;Make_AM_MCX;Make_AM_MCXC;Make_AM_MK17A;Make_AM_MK18M;Make_AM_MK68A;Make_AM_PKM;Make_AM_PKP;Make_AM_R11A;Make_AM_RM68A;Make_AM_SR25A;Make_AM_Spear68A;Make_AM_Spear68C;Make_AM_TKB68A;Make_BM_SpacerAssaultRifleCombatModule;Make_BM_SpacerSniperRifleCombatModule;Make_BRIT_E_SLR;Make_BRIT_L85_3A;Make_BRIT_L85_CRB;Make_BRIT_L85_LMG;Make_BRIT_L85_R;Make_BRIT_MM_LMG;Make_BRIT_SAS_R;Make_BRIT_SLR;Make_BRIT_SR;Make_DV_Gun_DMR;Make_DV_Gun_PrecisionLongrifle;Make_DV_Gun_ThermoRifle;Make_DV_Gun_VoltCarbine;Make_DV_Gun_VoltDMR;Make_DV_Gun_VoltSniper;Make_EURO_AK5C;Make_EURO_ARX160_R;Make_EURO_BERYL_R;Make_EURO_Bor_762SR;Make_EURO_CZ_BREN;Make_EURO_G36_C;Make_EURO_G36_R;Make_EURO_MSBS_G;Make_EURO_VHS2_R;Make_Gun_AssaultRifle;Make_Gun_DualLauncher;Make_Gun_MagnumPistol;Make_Gun_MultiAssaultRifle;Make_Gun_SniperRifle;Make_ORBE_HK416_Tactical;Make_ORBE_HK416norm;Make_ORBE_HKM4norm;Make_ORBE_KRISS_Vector;Make_ORBE_KRISS_Vector_Suppressed;Make_ORBE_M4A1_Carbine;Make_ORBE_M4A1_SOPMOD_II;Make_ORBE_M4A1_Tactical;Make_ORBE_M4A1_USASOC-I;Make_ORBE_M700_ARCH;Make_ORBE_M700_TAN;Make_ORBE_M700norm;Make_ORBE_MCX;Make_ORBE_MCX_Tactical;Make_ORBE_MDR_Suppressed;Make_ORBE_MDR_Tactical;Make_ORBE_MP5K;Make_ORBE_MP5SD;Make_ORBE_MP5_Tactical;Make_ORBE_MP5norm;Make_ORBE_MP7_Suppressed;Make_ORBE_MP7_Tactical;Make_ORBE_MP7norm;Make_ORBE_Mk47_Suppressed;Make_ORBE_Mk47norm;Make_ORBE_P90_Suppressed;Make_ORBE_P90norm;Make_ORBE_SA58_Suppressed;Make_ORBE_SA58norm;Make_ORBE_SCAR-H;Make_ORBE_SCAR-H_suppressed;Make_ORBE_SR-25_Suppressed;Make_ORBE_SR-25norm;Make_ORBE_UMP45_Suppressed;Make_ORBE_UMP45norm;Make_VWE_Gun_BattleRifle;Make_VWE_Gun_Carbine;Make_VWE_Gun_MarksmanRifle;Make_VWE_Gun_ServiceRifle","96","AG_ForsakenAssaultRifle;AG_ForsakenSniper;AM_AK101A;AM_AK68A;AM_ASVAL;AM_ComponentWeapon;AM_DTMDR;AM_M42U;AM_M4A;AM_M4ASOP;AM_M4C;AM_M5A3LT;AM_M700A;AM_MCX;AM_MCXC;AM_MK17A;AM_MK18M;AM_MK68A;AM_PKM;AM_PKP;AM_R11A;AM_RM68A;AM_SR25A;AM_Spear68A;AM_Spear68C;AM_TKB68A;BM_SpacerAssaultRifleCombatModule;BM_SpacerSniperRifleCombatModule;BRIT_E_SLR;BRIT_L85_3A;BRIT_L85_CRB;BRIT_L85_LMG;BRIT_L85_R;BRIT_MM_LMG;BRIT_SAS_R;BRIT_SLR;BRIT_SR;DV_Gun_DMR;DV_Gun_PrecisionLongrifle;DV_Gun_ThermoRifle;DV_Gun_VoltCarbine;DV_Gun_VoltDMR;DV_Gun_VoltSniper;EURO_AK5C;EURO_ARX160_R;EURO_BERYL_R;EURO_Bor_762SR;EURO_CZ_BREN;EURO_G36_C;EURO_G36_R;EURO_MSBS_G;EURO_VHS2_R;Gun_AssaultRifle;Gun_DualLauncher;Gun_MagnumPistol;Gun_MultiAssaultRifle;Gun_SniperRifle;ORBE_HK416_Tactical;ORBE_HK416norm;ORBE_HKM4norm;ORBE_KRISS_Vector;ORBE_KRISS_Vector_Suppressed;ORBE_M4A1_Carbine;ORBE_M4A1_SOPMOD_II;ORBE_M4A1_Tactical;ORBE_M4A1_USASOC-I;ORBE_M700_ARCH;ORBE_M700_TAN;ORBE_M700norm;ORBE_MCX;ORBE_MCX_Tactical;ORBE_MDR_Suppressed;ORBE_MDR_Tactical;ORBE_MP5K;ORBE_MP5SD;ORBE_MP5_Tactical;ORBE_MP5norm;ORBE_MP7_Suppressed;ORBE_MP7_Tactical;ORBE_MP7norm;ORBE_Mk47_Suppressed;ORBE_Mk47norm;ORBE_P90_Suppressed;ORBE_P90norm;ORBE_SA58_Suppressed;ORBE_SA58norm;ORBE_SCAR-H;ORBE_SCAR-H_suppressed;ORBE_SR-25_Suppressed;ORBE_SR-25norm;ORBE_UMP45_Suppressed;ORBE_UMP45norm;VWE_Gun_BattleRifle;VWE_Gun_Carbine;VWE_Gun_MarksmanRifle;VWE_Gun_ServiceRifle","0","","","0","","2","GasOperation;MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PsychiteRefining","Yayo","Core","Ludeon.RimWorld","300","0","0","","3","0","Make_BM_SpacerPsychiteSynthesizerUtilityModule;Make_Yayo;Make_YayoBulk","2","BM_SpacerPsychiteSynthesizerUtilityModule;Yayo","0","","","0","","1","DrugProduction"
"ThematicMetadata","OtherRecipe;NonBuildingThing","PsychoidBrewing","Psychite tea","Core","Ludeon.RimWorld","500","0","0","","3","0","Make_BM_SpacerPsychiteSynthesizerUtilityModule;Make_PsychiteTea;Make_PsychiteTeaBulk","2","BM_SpacerPsychiteSynthesizerUtilityModule;PsychiteTea","0","","","0","","1","VFET_Agriculture"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ReconArmor","Recon armor","Core","Ludeon.RimWorld","6000","0","0","","18","0","Make_Apparel_ArmorHelmetRecon;Make_Apparel_ArmorHelmetReconPrestige;Make_Apparel_ArmorHelmetSkiritai;Make_Apparel_ArmorLocust;Make_Apparel_ArmorLocustPrestige;Make_Apparel_ArmorRecon;Make_Apparel_ArmorReconPrestige;Make_Apparel_ArmorSkiritai;Make_Apparel_KidArmorRecon;Make_Apparel_KidArmorReconPrestige;Make_Apparel_KidLocustArmor;Make_CAT_Footwear_ReconBoots;Make_CAT_Handwear_ReconGloves;Make_DV_Apparel_HunterVisage;Make_DV_Apparel_RangerHelmet;Make_DV_Apparel_SuppressorMask;Make_TWRL_Apparel_RainbowCatcherArmor;Make_TWRL_Apparel_RainbowCatcherHelmet","18","Apparel_ArmorHelmetRecon;Apparel_ArmorHelmetReconPrestige;Apparel_ArmorHelmetSkiritai;Apparel_ArmorLocust;Apparel_ArmorLocustPrestige;Apparel_ArmorRecon;Apparel_ArmorReconPrestige;Apparel_ArmorSkiritai;Apparel_KidArmorRecon;Apparel_KidArmorReconPrestige;Apparel_KidLocustArmor;CAT_Footwear_ReconBoots;CAT_Handwear_ReconGloves;DV_Apparel_HunterVisage;DV_Apparel_RangerHelmet;DV_Apparel_SuppressorMask;TWRL_Apparel_RainbowCatcherArmor;TWRL_Apparel_RainbowCatcherHelmet","0","","","0","","1","Fabrication"
"ThematicMetadata","OtherRecipe;NonBuildingThing","RecurveBow","Archery","Core","Ludeon.RimWorld","400","0","0","","2","0","Make_Bow_Recurve;Make_Flamebow","2","Bow_Recurve;Flamebow","0","","","0","","1","VFET_Bow"
"ThematicMetadata","OtherRecipe;NonBuildingThing","ShieldBelt","Shields","Core","Ludeon.RimWorld","1000","0","0","","10","0","Make_AM_MechBreakerArmor;Make_AM_PrestigeMechBreakerArmor;Make_Apparel_PackBroadshield;Make_Apparel_ShieldBelt;Make_BM_SpacerCryoprojectorAbilityModule;Make_BM_SpacerMagprojectorAbilityModule;Make_BM_SpacerMedprojectorAbilityModule;Make_BM_SpacerPyroprojectorAbilityModule;Make_BM_SpacerRadprojectorAbilityModule;Make_LTS_EmergencyShield","10","AM_MechBreakerArmor;AM_PrestigeMechBreakerArmor;Apparel_PackBroadshield;Apparel_ShieldBelt;BM_SpacerCryoprojectorAbilityModule;BM_SpacerMagprojectorAbilityModule;BM_SpacerMedprojectorAbilityModule;BM_SpacerPyroprojectorAbilityModule;BM_SpacerRadprojectorAbilityModule;LTS_EmergencyShield","0","","","0","","1","MicroelectronicsBasics"
"ThematicMetadata","OtherRecipe;NonBuildingThing","SmokepopBelt","Smokepop pack","Core","Ludeon.RimWorld","300","0","0","","2","0","Make_Apparel_SmokepopBelt;Make_VWE_SmokeGrenade","2","Apparel_SmokepopBelt;VWE_SmokeGrenade","0","","","0","","1","Machining"
"ThematicMetadata","OtherRecipe;NonBuildingThing","WakeUpProduction","Wake-up","Core","Ludeon.RimWorld","600","0","0","","3","0","Make_BM_SpacerWakeUpSynthesizerUtilityModule;Make_WakeUp;Make_WakeUpBulk","2","BM_SpacerWakeUpSynthesizerUtilityModule;WakeUp","0","","","0","","1","DrugProduction"
"ThematicMetadata","OtherRecipe;NonBuildingThing","BioferriteExtraction","Bioferrite extraction","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","4","0","Make_Apparel_CeremonialCultistMask;Make_Apparel_CultistMask;Make_BX_BloodletterBlade;Make_NerveSpiker","4","Apparel_CeremonialCultistMask;Apparel_CultistMask;BX_BloodletterBlade;NerveSpiker","0","","","0","","0",""
"ThematicMetadata","SurgeryRecipe","BlissLobotomy","Bliss lobotomy","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","1","1","BlissLobotomy","0","","0","","","0","","1","BioferriteExtraction"
"GenericFallbackOnly","","BloodRain","Blood rain","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","0","0","","0","","0","","","0","","1","AdvancedPsychicRituals"
"GenericFallbackOnly","","Brainwipe","Brainwipe","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","0","0","","0","","0","","","0","","1","Philophagy"
"GenericFallbackOnly","","Chronophagy","Chronophagy","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","0","0","","0","","0","","","0","","1","Psychophagy"
"ThematicMetadata","OtherRecipe;NonBuildingThing","DeadlifeDust","Deadlife dust","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","5","0","Make_Apparel_DeadlifePack;Make_BM_SpacerDeadlifeBurstAbilityModule;Make_BM_SpacerDeadlifeSpewerAbilityModule;Make_MU_DeadlifePack;Make_Shell_Deadlife","5","Apparel_DeadlifePack;BM_SpacerDeadlifeBurstAbilityModule;BM_SpacerDeadlifeSpewerAbilityModule;MU_DeadlifePack;Shell_Deadlife","0","","","0","","1","BioferriteShaping"
"GenericFallbackOnly","","DeathRefusal","Death refusal","Anomaly","Ludeon.RimWorld.Anomaly","0","0","0","","0","0","","0","","0","","","0","","1","AdvancedPsychicRituals"
